1,-3.1878,55.944,95,-3.1878261467228244,55.94429885840943,null
2,-3.1878261467228244,55.94429885840943,100,-3.1878782411761244,55.94459430073534,hurt.green.filer
3,-3.1878782411761244,55.94459430073534,355,-3.187579382766697,55.944568154012515,null
4,-3.187579382766697,55.944568154012515,0,-3.1872793827666968,55.944568154012515,null
5,-3.1872793827666968,55.944568154012515,0,-3.1869793827666966,55.944568154012515,null
6,-3.1869793827666966,55.944568154012515,0,-3.1866793827666964,55.944568154012515,artist.gets.react
7,-3.1866793827666964,55.944568154012515,15,-3.18638960501881,55.94464579972605,rated.fired.crowds
8,-3.18638960501881,55.94464579972605,320,-3.186159791685874,55.94445296344314,null
9,-3.186159791685874,55.94445296344314,325,-3.1859140460725874,55.94428089051223,null
10,-3.1859140460725874,55.94428089051223,320,-3.1856842327396517,55.944088054229326,manliness.poem.cliff
11,-3.1856842327396517,55.944088054229326,325,-3.185438487126365,55.94391598129842,null
12,-3.185438487126365,55.94391598129842,320,-3.1852086737934293,55.94372314501551,hello.love.keys
13,-3.1852086737934293,55.94372314501551,305,-3.185036600862524,55.94347739940223,null
14,-3.185036600862524,55.94347739940223,310,-3.184843764579618,55.94324758606929,brings.remedy.latter
15,-3.184843764579618,55.94324758606929,205,-3.185115656915729,55.94312080059077,null
16,-3.185115656915729,55.94312080059077,210,-3.1853754645368646,55.94297080059077,null
17,-3.1853754645368646,55.94297080059077,205,-3.1856473568729755,55.94284401511225,dent.shins.cycle
18,-3.1856473568729755,55.94284401511225,85,-3.1856212101501513,55.94314287352168,toned.deflection.bland
19,-3.1856212101501513,55.94314287352168,115,-3.1857479956286734,55.94341476585779,record.sofa.sock
20,-3.1857479956286734,55.94341476585779,65,-3.1856212101501513,55.9436866581939,null
21,-3.1856212101501513,55.9436866581939,65,-3.1854944246716292,55.943958550530006,null
22,-3.1854944246716292,55.943958550530006,65,-3.185367639193107,55.944230442866115,null
23,-3.185367639193107,55.944230442866115,70,-3.1852650331501096,55.94451235065235,acid.chair.butter
24,-3.1852650331501096,55.94451235065235,30,-3.185005225528974,55.94466235065235,null
25,-3.185005225528974,55.94466235065235,30,-3.1847454179078385,55.94481235065235,null
26,-3.1847454179078385,55.94481235065235,25,-3.1844735255717276,55.94493913613087,sports.topic.clocks
27,-3.1844735255717276,55.94493913613087,120,-3.1846235255717277,55.945198943752004,null
28,-3.1846235255717277,55.945198943752004,120,-3.1847735255717278,55.94545875137314,null
29,-3.1847735255717278,55.94545875137314,125,-3.184945598502633,55.94570449698642,rider.aura.bulb
30,-3.184945598502633,55.94570449698642,130,-3.185138434785539,55.94593431031936,null
31,-3.185138434785539,55.94593431031936,135,-3.1853505668198947,55.946146442353715,prime.rent.silk
32,-3.1853505668198947,55.946146442353715,200,-3.1856324746061304,55.946043836310714,null
33,-3.1856324746061304,55.946043836310714,200,-3.185914382392366,55.945941230267714,null
34,-3.185914382392366,55.945941230267714,200,-3.186196290178602,55.94583862422471,null
35,-3.186196290178602,55.94583862422471,200,-3.1864781979648376,55.94573601818171,null
36,-3.1864781979648376,55.94573601818171,200,-3.1867601057510733,55.94563341213871,hidden.handle.softly
37,-3.1867601057510733,55.94563341213871,230,-3.186952942033979,55.945403598805775,spent.spoon.bolt
38,-3.186952942033979,55.945403598805775,130,-3.187145778316885,55.94563341213871,null
39,-3.187145778316885,55.94563341213871,130,-3.1873386145997906,55.94586322547165,slips.mass.baking
40,-3.1873386145997906,55.94586322547165,200,-3.1876205223860263,55.94576061942865,null
41,-3.1876205223860263,55.94576061942865,200,-3.187902430172262,55.945658013385646,null
42,-3.187902430172262,55.945658013385646,200,-3.1881843379584978,55.945555407342646,skills.less.herb
43,-3.1881843379584978,55.945555407342646,190,-3.1884797802844016,55.94550331288934,null
44,-3.1884797802844016,55.94550331288934,190,-3.1887752226103054,55.94545121843604,shady.soft.phones
45,-3.1887752226103054,55.94545121843604,285,-3.1886975768967747,55.94516144068815,rooms.lamp.teach
46,-3.1886975768967747,55.94516144068815,245,-3.1888243623752968,55.944889548352045,null
47,-3.1888243623752968,55.944889548352045,245,-3.188951147853819,55.944617656015936,null
48,-3.188951147853819,55.944617656015936,245,-3.189077933332341,55.94434576367983,spoon.invest.every
49,-3.189077933332341,55.94434576367983,200,-3.1893598411185766,55.944243157636826,null
50,-3.1893598411185766,55.944243157636826,200,-3.1896417489048123,55.944140551593826,cliff.asleep.wedge
51,-3.1896417489048123,55.944140551593826,275,-3.189615602181988,55.943841693184396,burn.spot.across
52,-3.189615602181988,55.943841693184396,190,-3.189911044507892,55.943789598731094,null
53,-3.189911044507892,55.943789598731094,190,-3.190206486833796,55.94373750427779,sculpture.shot.melon
54,-3.190206486833796,55.94373750427779,230,-3.1903993231167016,55.943507690944855,null
55,-3.1903993231167016,55.943507690944855,230,-3.1905921593996074,55.94327787761192,null
56,-3.1905921593996074,55.94327787761192,235,-3.1907642323305128,55.943032131998635,relate.chill.vest
